key,T,C,A,CIEP
1,,thania tutnei(al),mr-thaniamrs-tutneismrs-pulfnis-daughters-husband,1528
2,,tetinasa,,1528
1,,tetinas lautni(al),,1529
1,veliza,veliza,mr-little-vel,1532
2,celmnei,celmnei(al),,1532
2,eelche,,velche,1536
3,,zuchn(i)al,,1536
1,,laristnei(al),mr-thanamrs-laristneismr-ravfes,1537
2,--uc----------,,,1542
2,elurnierikei,,of-the-royal-familyand-thefeeding-of-the-burial-urnceremonies-also,1546
3,matan,,fortheir-afterlife,1546
2,s--alpan,,saplthnagave,1552
3,velmaputh,,mr-velmr-marces,1552
4,nturkesel,turke,youdonatedto-the-goddess-,1552
2,vaninal,vanin(i)al,,1555
1,,th(an)a varnei(al) tetasa,,1560
1,,thania teti(al),,1562
2,ufalias,,,1566
3,ufalesa,ufalesa,,1568
1,tru,,his-own--mr-rive--relatives-daughters-husband,1569
3,atrs,atr(u)s,relatives,1569
4,ativu,ativu,grandfather,1569
5,sacni,,,1569
1,thanu--a,thanusa,mrs-thanusa,1573
2,,toceronia,toceronia,1573
2,vetnal,vetn(i)al,,1576
1,tanvsa,,ms-tanusa,1579
2,mvnatia,,munatia,1579
2,ancarialisa,ancarialisa,,1580
1,,haerinna,mr-quintushaerinnamr-,1582
3,tanvsa,tanvsa,mrs-tanusa,1586
4,axina,,axina,1586
1,hernnia,,ms-herennia,1587
2,murinei,murinei(al),,1588
2,murinasa,,,1589
1,hsanie,,mr-hastiesanie,1592
2,nvms,,mr-numeriussslave,1592
2,va----a,,of-mrs-varia,1594
2,ath,a(rn)th(us),,1599
2,,laucin(i)al,,1600
2,,velcial,mrs-velcis,1603
1,----ni----------,,mr-thaniamr-aules,1607
2,,pupainai(al),,1607
1,arntnisa,,,1609
1,,varnei(al),,1610
2,,ar(nthus),,1612
1,,riti,,1616
1,,--vetna,mr-larthvetnrana,1617
2,,----arniena,mrs-alfismr-arnths,1617
5,,vetna,mr-vetna,1617
1,thachuviineii,,,1620
2,pevzththkii,,mr-petrumr-velsmrsthanismrs-thankvils-,1624
4,,pe(tru) v(elu)z,,1624
2,ninvsi,,,1625
2,vioesia,,of-mrs-voesia,1626
3,,balbillae,to-mrs-fanniabalbilla,1627
2,,regv(la),mr-luciusplotiusregulamraulusssonof-the-arniensistribe,1628
2,lth----------,l(ar)th(us){----------},,1629
1,,l(ar)th ferinie a(rn)th(us),,1630
1,,velithana,,1632
2,velithana,,,1633
2,velithanal,,,1634
2,,l(a)r(is) pu(rnial),,1639
2,svenias,svenias,,1641
2,iai,,,1643
3,archit,,,1647
2,nunias,nunias,mr-nunias,1649
3,clute,clute(sa),,1649
1A,,aclini(e)s,ms-avlimr-acliniesslavegirl,1650
1B,,sepiasa,,1650
1B,,athnu(sa),,1655
2,athnu,athnu(sa),,1658
1,,aluni(ial),,1665
2,velcialua,,,1668
4,fulu,fulu(s),,1668
2,cainal,,mrs-cainis-daughters-husband,1671
1,alfiae,alfiae,,1674
2,achlesa,achlesa,,1675
2,inei,,,1683
1,anainai,anainai,of-ms-anaina,1688
1,,ancari(alisa),,1692
1,fania,,mr-fania,1695
2,,faltuni(e)s,mrs-ancaris,1697
2,larcanal,larcan(i)al,,1702
1,,l(ar)th larce(s),,1705
2,ial,,,1708
1,,larthi felzumnati(al) aniesa,,1709
1,,arnth anie carcu(s) anies(a),,1710
1,,serturn(i)al,,1714
1,iafercle,,mr-velusiasmr-ferclesdaughters-husband,1718
2,aniesa,,,1719
3,ltaiial,,,1727
3,navie,,,1730
3,vael,,,1731
2,arnthalisa,arnth(i)alisa,mrs-arnthis-sons-wife,1736
1,,atain(i)al,,1739
1,,v(e)l(ia) thans(i)es,,1740
2,auriasa,auriasa,,1744
2,,veliza,mr-little-vel,1747
1,arntlei,,,1750
1,,v(e)l(ia) arntni(al) clanti(alisa) arntn(i)al(isasa),,1754
1,,arntni(al),,1759
1,,l(ar)th arntni(alisa),,1767
1B,,larthi artnei(alisa) seiatial,mrs-larthimrs-artneisdaughters-husbandmrs-seiatis,1770
2,velthial,,,1771
2,philematio,,,1776
2,saeinal,saein(i)al,,1777
3,restumnal,restumn(i)al(isasa),,1780
1,atainei,atainei,,1781
1B,,velus(a),,1784
2,neiatina,,mrs-pumpneis,1789
1,larthauclina,,mr-larthauclina,1791
2,cesuthui,,,1791
3,us,arnziu(sa),mr-little-arnth,1795
4,arntiu,frauni(e)s(a),fraunies-daughters-husband,1795
5,fraunis,,the-nameless-slavegirlsdaughters-husband,1795
1,auln,,,1796
2,ipenal,,ms-aulni,1796
2,tni,,,1799
2,vetanal,,,1802
1,ariodantes in (succursale),,,1806
1,,afuna,,1808
1,,afun{ }ei(al),,1813
1,fastiaafuneitiscusnisa,,,1815
1,afunei(al) cupsnasa,,,1816
1,,v(e)l(ia) pethn(i)al,,1826
1,,th(an)a sininei(alisa),mr-thanamrs-vaineismrs-sinineis-daughtershusband,1830
1,laxcae,,,1844
1,,arnth(i)al vipin(i)alisa,,1846
1,arnthcaelar------,,,1847
1,,arnth(us) arnth(i)al,,1850
1,lcavilf,,,1857
1,,l(vc(i)i) l(vc(i)i),,1858
2,,c(a(i)i),primigenea,1860
2,tarntia,,ms-gaviatarntiamr-publiuss,1861
1,fastiacainei----minasa,,,1872
3,,pi{}stia(s),,1875
1,,thania urinatesa,,1886
1,,th(an)a canznasa,,1887
1,,v(e)l(ia) canzna,,1888
3,cainiz,,,1893
2,pernisa,,,1895
1,,veti(e)sa,,1897
3,petrusa,,,1899
1,,fulunias(a),,1900
1,,thania,mr-thania,1904
3,pumpual,,,1904
2,carcu,,,1906
1,,carcunia(s),,1908
6,,plautr(i)al,mr-vels-daughters-husband,1909
1,,thanas,of-mr-thana,1910
1,,thania,mr-thaniamrs-caineis,1913
2,atainal,,mrs-atainis-daughters-husband,1915
2,arnthal,,mrs-arnthis,1916
1,,a(rn)th pecesa,,1918
1,,l(ar)th peche(s),,1919
1,,peche(s) trepin(i)al,,1920
2,pumpnei,pumpnei(alisa),mr-pumpneias-daughtershusband,1923
3,tecumnal,tecumn(i)al(isasa),,1923
1,,arnth pestiu(s),,1924
3,tial,,mrs-mefanatis,1927
1,,calisni(al) sethresa,,1932
1,,kalisni(e)s,,1933
1,larthcalisnivanina,,,1935
1,,calisni(al) sapusa,mr-arnthmrs-calisnismr-sapus-daughters-husband,1936
4,renthn,renthn(as),,1937
2,repias--,repias{--},,1938
1B,sinivelu,,,1939
1,,camei(al) larthi(e)sa satnas,,1941
1,,fastia crmartnei(al) rutmate(s)a,,1944
2,,lautni(al),,1945
1,,vetn(i)al,,1946
1,,velicu,mr-velicu,1947
2,----es,tites,mr-tites,1947
3,------zna,canzna(sa),,1947
1,laricarcnalathal,,,1956
2,,tumu(s),mr-tumus,1961
2,lethias,lethias,,1962
1,,pethe carsna(s) fupie(sa),,1963
2,rpnati,,mrs-carpnatis,1964
3,venusa,venusa,,1964
2,tial,,,1965
2,harispex,,inspector-of-entrails,1967
1,,l(ar)th causlini(al) l(ar)th(us),mr-larthmrs-causlinismr-larths,1971
2,vipinal,,,1971
1,ceicnei,,,1975
1,athceina,,mr-arnthceina,1976
2,sapinias,sapinias,,1976
1,,l(ar)th cele,,1977
1,,peithial,,1982
2,,astn(a)tpu,,1985
1,,larthi larcnasa,,1992
1,,v(e)l(ia) cencna a(rn)th(us),,1993
3,pi------,,,1999
2,marcnal,marcn(i)al,,2003
2,ucumznal,ucumzn(i)al,,2005
2,ucumzna,,,2006
1A,apriliss,,mr-aprilisslave,2009
1B,ticlavdi,,of-mr-tiberiusclaudius,2009
1,,l(iberta),,2013
1,arntcr,arnt,mr-arnt,2014
2,eiceanai,,creice,2014
3,nl,,mrs-anainis,2014
2,calpurn----,calpurn(i)al,,2016
1,velisa,,mr-little-velia,2017
2,creicia,,creicia,2017
3,anesa,,,2017
1,,v(e)l(ia) culni(al),,2022
1,,a(rn)th cumni(al),,2030
1,,v(e)l(ia) cumni(al),,2031
1,ceristli,,mrs-ceristli,2038
2,cumniesa,,,2038
3,,qvattvorvir,member-of-the-board-of-fourmen-empowered-to-dispensejustice,2044
1,athcupsnapucsin,,mr-arnthcupsna,2048
1,,cupslna arnth(i)alisa,,2050
2,,vipi(e)sa,,2052
1,,larthi cupslnei(al) tutnasa,,2054
2,ceisinal,,,2057
1,cusinei(al) curvesa,,,2061
1,cusinei,cusinei,mrs-cusinei,2062
2,vprthsa,v(e)pr(e)th(e)sa,,2062
1,veliza,veliza,mr-little-velia,2065
2,cutnei,cutnei(al),mrs-cutneis,2065
1,tinusi,tinusi,ms-tinusi,2066
2,,laut(n)i,slavegirl,2066
1,----liacutnallautnitha,,mr-veliams-cutnisslave,2068
2,----prnasa,aprnasa,,2068
1,la--rth,la{--}rth,mr-larth,2069
2,,ezna,ezna,2069
4,sias,,mr-vusias,2069
1,,l(arisusa),mr-lariss-daughters-husband,2074
1A,,l(ar)th varnei(al),mr-larthmrs-varneismrs-vrinatis-daughtershusband,2078
1B,pulfnasa,pulfnasa,,2078
2,--------ia,{---}----ia,,2081
2,lethiusa,,,2082
1,veizi,veizi,ms-veizi,2087
2,,numsin(i)al,,2087
1,,l(ar)th velcialu,,2093
2,la----tni,,,2095
4,puliac,puliac,,2096
2,velch,,,2098
1,,pumpui(al),mr-thanamrs-pumpuismr-velchs,2100
1,,thania,mr-thaniamrs-velchaismrs-sveinis-daughters-husbandmr-unatas-daughters-husband,2103
2,rsi,,,2114
1,larthvethura,,,2115
1,velicu,,,2118
2,pethia,pethia,,2120
3,thvsntia,thvsntia(sa),,2123
1,,arnth velsi(al),,2125
1,uiscesa,,,2135
1,,velsi(al) seitithial(isasa),,2136
2,velsisa,velsi(e)sa,,2139
1,,velsi(alisa) marcni(e)sa calun(i)al,,2145
1A,feli,,,2146
2,patislanial,,,2148
2,,velsi(alisa),mrs-velsis-daughters-husband,2149
3,,ar(nthus),mr-arnths,2149
3,--ospita,,ms-valeriahospita,2151
1,,v(e)l(ia) velusnei(al),,2154
1,,arnth cisvitn(i)al,mr-arnthvenatemr-cicvitnes,2155
2,pucsina,,,2156
1,lathrthipucsin,,mrs-larthimrs-pucsineis,2157
1,,l(ar)th veti(al),mr-larthmrs-vetismrsfremrnis-daughters-husband,2171
2,venzile,,,2175
2,resnasa,resnasa,,2176
2,tvnasa,,,2178
3,rthal,,,2179
1,vetinei,,mrs-vetinei,2180
2,felesa,,,2180
1,--------vetinei,,,2181
2,,vetnei(al),mrs-vetneis,2182
3,vibinal,,,2182
2,----snas----,resnasa,,2183
2,,athununial,,2194
1,,panza(s),,2195
2,anasis,,,2197
1,,pupumpas,mr-thaniavipinamrs-arnthismr-pupumpnas,2199
2,xx,xx,,2199
1A,,ar(nthi) vipi vuisin{-}(i)al,ms-arnthivipimrs-vuisinis,2200
1,,ranazunia(s),mr-thanamrs-vipineismr-ranazunias,2215
1,,vipinei,ms-vipinei,2217
2,crasnisa,crasni(e)sa,mr-crasnies-daughters-husband,2219
1,,f(asti)a v(ip)i(al) farp(itias),,2222
1,,vipine(s),,2225
2,leichunia,leichunia(s),mr-leichunias,2228
1,zarta,,,2241
1,aulezuchu,,mr-aulezuchu,2246
1,,resna(s) p(upiasa) s(ethialisa),,2248
3,sveasla,,mr-sveasslave,2251
1,faltu,faltu,mr-faltu,2252
3,tutna,tutna,mr-tutna,2253
1,,slepar(ie)s,,2254
2,ariodantes,,,2261
1,,thania feli(al),,2266
1,,larthi feli(al),,2267
1,,feli,mrs-feli,2268
2,velos,velos,,2278
1,,l(arisus)a,,2279
1,sithu,,,2285
2,fufle,fufle(s),,2286
1,pelthvrinvpetrual,,,2294
1,pelthvrinvpetrual,th(e)vrin(as),,2296
2,ferinisa,,,2297
1,,uchu(s),mr-larthferinemr-uchus,2298
1,,fastia ferin(i)alisa,,2299
1,,th(an)a f(erin)e,,2301
1,herennia estlacial,,,2303
2,sethrnal,sethrn(i)al,,2304
2,filarunia,,,2309
2,purnal,purn(i)al,,2311
1,aufisucna,,mr-aulefisucna,2313
2,--------nal,vipin(i)al,,2313
2,vulsisa,,,2314
1,furas,,,2316
1A,fusunei,fusunei,ms-fusunei,2317
1B,fulni,fulni(al),,2317
1A,,v(e)l(ia) thactara,mr-veliathactaramr-larthsmr-aulias-daughtershusband,2320
1B,,v(e)l(ia) thactara,,2320
1,,fastia thactrei(al),,2321
1,thaana,,mr-thana,2322
3,nitha,,slave,2322
4,veinis,veini(e)s,,2322
2,thansis,thansi(al),mr-thansies,2324
1,,arnth thelazu ar(n)th(i)al,,2327
1,,arnth thelazu,,2328
1,,a(rn)th thelazu carpnatial,mr-arnththelazumrs-,2329
1,,theprie vetn(i)alisa,,2331
1,aulethuce,,mr-aule,2336
2,rnavelu,,thucerna,2336
1,arntiu,,mr-arntiu,2338
2,thupites,,,2338
3,turce,turce,,2340
1,eicerasthufithi,,to-the-goddessthufithi,2341
1,lanialisa,,mrs-lanis-daughters-husband,2342
2,lanialisa,,,2342
1,,a(rn)th larcna,,2348
1,,f(asti)a tutn(i)alisa,,2351
2,afuna,,,2356
1,erantra,erantra,mr-erantra,2360
1,,clanti(alisasa) latinial(isasasa) larth(i)al,mrs-larthisson,2369
1B,arathal,arath(i)al,,2374
3,,evtes,mr-evtes,2378
4,puia,puia(l),,2378
2B,laucanias,laucanias,mr-laucanias,2381
1,,l(ar)th l(ar)th(us),,2384
1,,lauchumes,,2386
2,uchums,,,2387
3,snei,,,2387
3,cupsnasa,cupsnasa,,2389
1,,larthi larsti(al) pucsini(e)sa,,2390
1,,pucsini(al),,2391
2,laristp,,,2392
1,,v(e)l(ia) sachu(s) puiac,,2400
1,canzate,canzate,,2403
2,selvansl,selvans(ia)l,the-goddess-selvanss,2403
2,cecunias,,,2406
01,i--i,,,2408
2,vanes,vanes,,2408
2,leth,,,2409
1,lethia,,mr-lethia,2410
2,venzles,,,2410
1,lethia,lethia,mr-lethia,2411
2,mathl,,,2411
1,lefia,,mr-lefia,2412
2,,muntnas,,2412
1,,lethia lautnitha arnti(e)s,,2414
1,len,,,2415
2,ui,,,2415
1,,lerni(al),,2417
1,manth vatnei tumusa,,,2420
1,,santhatnei(al),,2421
2,felz----,,,2422
3,salin,,,2423
2,ecna,ecna,ecna,2427
2,arnthalisa,arnth(i)alisa,,2429
1,marcnei,marcnei,mrs-marcnei,2440
2,clantinei,,mrs-clantineis-sons-wife,2440
4,csec,,,2440
1,trepusa,trepucsa,mr-trepus-sons-wife,2445
1A,marcnisa,marcni(e)sa,,2447
1B,,thania tlesnei(al) lulia(s),mr-thaniamrs-tlesneismr-lulias,2447
1,,macani(al),,2448
2,petrual,,,2450
2,cevcias,,,2452
1,,l(ar)th maricane a(rn)th(us),mr-larthmaricanemr-arnths,2454
2,,velsunias(a),,2454
1,ni,,mr-thanamrs-maricanis,2457
2,arnth(i)al,,mrs-arnthis,2458
4,ar,,of-mr-arnth,2459
2,piutaal,piuta(i)al,,2462
1,metur,,,2467
3,tusnu,,,2469
1,larthi curthutes,,,2470
2,cheritna,,,2472
2,,larth(i)al lautn(itha),,2481
2,capnal,,,2485
2,cnevnal,,,2486
1,,mu(tu) c(nevn(i)al),,2487
1,,nicipur,nicuss-boyms-naulisisslave,2489
2,achual,achu(i)al,,2492
1,nevia,,,2493
2,caprinal,,,2494
2,saprias,saprias,,2496
1,,thania nuzrnei(al),,2497
1,,numsi(al),,2501
1A,thanati,thanati,ms-thanati,2504
1B,thanapa,,mr-thana,2504
2A,paisle,,amr-paislenes,2504
2B,islevi,,,2504
3A,ne,,,2504
1,,patislane,,2510
1,,patislane cencu(i)al,,2511
1,,a(rn)th patislane,,2512
1,,purnei(al) patislanesa,,2515
1,arpatislanefelznal,,,2516
1,,a(rn)th patislane ancaria(s),,2517
1,,l(ar)th reithna,,2521
2,remznal,,,2524
2,raplnis,,mr-raplniesdaughter,2527
1,,pethna,mr-pethnamr-sciresmr-arnths-daughters-husband,2530
3,arrespex,arrespex,,2539
1,,c(aii),mr-caiusbabiusmr-caiussson,2540
2,arhs,,,2540
1,thanapaesu,,mr-thana,2545
2,msne,,,2545
2,petinate,petinate(s),mr-petinates,2550
1,,ar(nthus),mr-aulepetrumr-arnthsmrs-sethrascis,2561
2,carnasa,,,2566
1,petrui,petrui,mrs-petrui,2570
2,plancu,,,2576
1,aulepetrplancure,,,2577
1,puplina,,mr-puplina,2580
3,lanzivs,,,2580
4,nc,,,2580
2,latinisa,,,2586
3,nurziun,,,2589
2,zinias,,,2590
1,aprasnar,,mr-auleprasnamr-ramthas,2592
1,----praesen--------,,,2601
2,-------intha,,,2603
2,--arthalisa,,,2612
1,,thania pulfnei(al) tutnasa,,2615
1,,pulfnei(al) raufia(s),,2617
1,thanapul------,,mr-thanapulfna,2619
1,pulfnei,pulfnei,mrs-pulfnei,2620
2,arntnaisa,arntni(e)sa,,2620
1,pvlfennia,pvlfennia,ms-pulfennia,2621
2,arntnal,arntn(i)al,,2622
2,arnthalitlepumpus,,,2627
3,anainis,anaini(e)s,mr-anainies,2635
2,,pupli(al),,2641
1,pupli,pupli,ms-pupli,2643
3,,purnes,,2647
1,lartlauti,,mr-lartthe-nameless-slavegirls,2648
2,purnas,purnas,,2648
1A,sethre sethres(a),,mr-sethremr-puscasmr-sethres-daughters-husband,2653
1B,sethre sethres(a),,mr-sethremr-puscas,2653
1B,larthpusta,,,2655
1,--------th----ath----pustre,,,2657
2,ntha,,,2658
2,rav----a,rav{----}a(s),mr-ravas,2659
3,zuia,,ranazuia,2662
1,auraplnilathitia--l,,,2663
1,thanicu,thanicu,mr-thanicu,2668
2,raufes,raufes,mr-raufes,2668
3,remzna,,,2668
2,melneail,,,2669
1,,larthi vetn(i)alisa,,2671
1,,v(e)l(ia) remsna petinatial,,2675
1,,a(rn)z(a) remzna,,2676
1,,sepiesa,,2681
1,platurias,,,2682
2,,v(e)l(ia) remzna,mr-veliaremznamr-arnthsepies-daughters-husband,2682
1,remznei(al),,,2685
1,,larthi remsna(s) metrias(a),,2686
1,,v(e)l(ia) remni(al),,2687
1,renine,,,2689
2,,puia,mr-renchies,2691
1,,resui(al),,2692
1,,reusti(al),,2693
2,lautni(al),,,2694
2,rvsina--,r(u)vsinas(a),,2695
1,,rutia,mr-rutia,2697
2,aesa,,,2697
2,,larthli(al),,2700
2,veliesa,,,2702
1,asalise,as(i)alise,,2703
1,salie,,,2704
1,salinei,,,2708
1,arntsalie,,,2710
1,,sapu l(autnitha),,2713
1,,uipi(e)s(a),mr-thanamrs-satneismr-uelsmr-uipiesdaughters-husband,2714
1,,larthi satnei(al) carnasa,,2715
2,vetuniasa,vetuniasa,,2718
2,vetesa,vetesa,,2720
2,archisa,,,2723
2,athl,a(rn)th(ia)l,,2725
2,puiac,,,2727
1,sethria,,mr-sethria,2728
2,capnas,,,2728
1A,sethria,sethria,mr-sethria,2729
2A,fraucnis,fraucni(e)s,mr-fraucnies,2729
2,vibinnal,,,2732
1,,vipias(a),,2735
4,,l(iberto),mr-caiussfreedman,2741
1,,thania tutn(i)al,,2757
1,,a(rn)th acilu p(u)v(a)rn(i)al,,2758
1,,thaniase,,2764
2,niinnti,,,2764
3,iniiinnl,latinal,,2764
1,,larthi frauni(e)sa atiu(s) piutes(a),,2767
1,,th(an)a sathnpini(al),,2770
1,,arnth seate,,2771
1,,seiate,,2772
2,tetine,tetine,tetine,2779
1,,felsui(al),,2782
4,puia,,wifes,2785
1,,thania,mr-thaniamrs-seiantismr-trepunias,2790
2,al,,mrs-tutnis-daughters-husband,2790
2,sethnasa,,,2794
2,vels,,,2796
1,,thani seprsnei(al) alnia(s),,2798
2,vipinialisa,,,2799
1,veinva,,mr-veinva,2801
2,serice,serice(s),mr-serices,2801
3,cicu,cicu(sa),,2801
1,,arnth spltur(e) larth(i)al,,2805
1,larthispu,larthi,ms-larthi,2808
2,rinei,,,2808
2,krvutpuus,krutpu{u}s,,2809
1,arnza,,mr-little-arnth,2812
2,pumpna,,,2815
1,telsina,,,2819
1,tetanuth,,mr-teta,2821
2,asch,,,2821
1,,teti(al),mr-larthiamrs-tetis,2825
1,,a(rn)th tetina a(rn)th(us),,2829
1,,peithn(i)al,mr-aulevipinpamr-aules,2834
1,tinusilaut,,,2836
2,eresa,,,2838
2,tetinei,tetinei(al),mrs-tetineis,2839
3,cumeresa,cumeresa,,2839
2,,tetinei,mrs-tetinei,2841
1,,tetin(i)al,,2843
3,atesa,,,2846
1,cicusa,cicusa,mr-cicus-sons-wife,2847
3,al,,mrs-velnthis-daughtershusband,2850
5,,tutn(as),,2850
1,tutnasa,tutnasa,mr-tutnas-daughters-husband,2851
1,,tites urfa(sa) th(an)i(al),,2859
2,lth,,,2863
3,ni,,the-nameless-slavegirls,2864
1,larthi tlesnei(al),,,2866
1,thanatitivelanal,,,2869
1,,trepusa,,2870
2,,venunias,,2884
1,,a(rn)th v(e)l(us) puplin(i)al,,2885
2,pethias,pethias,,2886
1,,thania apicnei(alisa),mr-thaniamrs-titismrs-apicneis-daughtershusband,2891
2,remznal,remzn(i)al(isasa),mrs-remznis-daughtersdaughters-husband,2891
2,,vipin(i)al,,2893
2,matiasa,matiasa,,2894
2,ataris,,,2896
1B,tlesnal,,,2902
1,,veti(al),,2903
1,,th(an)a latuni(alisa) ucrislan(es),,2906
1,,purcesa,,2910
2,zintta,zintta(s),,2924
1,,veiia vipv(e)sa,,2925
2,mulsuna,mulsuna(s),,2926
1,titlnei,titlnei,mrs-titlnei,2931
2,arisalisa,,,2931
1,,a(rn)th tifile palpe(s) pulias(a),,2934
1,thaniatlesnei,,mr-thaniamrs-tlesneis,2941
1,,latinial,,2942
1,,tlesnei(al),,2946
1,,arnza tlesna arnth(i)alisa camarinesa,,2948
1,,a(rn)th tlesna papasa,,2953
1,,v(e)l(ia) tlesna pulfn(i)al,,2954
1A,,larthi tetinei(alisa),mrs-larthimrs-tetinei-sonswifemrs-pulfnisdaughter,2956
1B,-----tlesnasa------------------slisa,,,2956
1,,a(rn)th papasa,,2958
1,,papasa a(rn)th(us) marcn(i)al,,2959
1,,tlesnas,,2963
1B,,ar(rvntis),,2965
1,,trepi(al) v(e)l(us),,2966
3,fanu,,,2975
2,thrin,,,2976
1,,tutnei(al) alethnas,,2979
1,,th(an)a tutnei(al) marcni(alisa),,2980
1,,tutnei(al),,2981
1,,tu(ta),mr-veliatutnemrs-latinismr-veanes,2982
1,,tutna utisn(i)al,,2983
1,,tutnei(al) cutlisnei(alisa),,2984
1,inasa,,,2985
1,,luscna(s),,2992
1,veliatutnal,,mr-veliams-tutnis,3001
2,spaspo,,mr-caiustutiliusspaspomrluciussson,3004
2,ucirinei,,mrs-ucirineis,3007
3,turtesa,turtesa,,3007
3,larisalisa,,,3017
1B,tsa,,,3020
2,stenias,stenias(a),,3024
1,,ucumzn(i)al,,3031
1,a----usinaivelchainal,,,3034
1,,la(ri)s fraucni(al),,3041
1B,atinatial,,,3042
1,,arnsa frauni(al),,3043
1,,frauni(alisa),,3044
3,patus,patus,,3054
1,,larthi hollonia,,3058
1,,arnth lautni(al) fulni(e)s,,3059
1,,furace,,3061
2,spaspu,spaspu(s),mr-spaspus,3068
1,acalisni,,mrs-fastimrs-calisnis,3069
2,si--nusa,sianusa,mr-sianus-sons-wife,3069
3,vipinal,,mrs-vipinis-sons-wife,3069
1,calisunia,calisunia,mr-calisunia,3070
2,trepisa,trepi(e)sa,mr-trepies-daughters-husband,3070
4,,trepi(e)sa,,3070
1,,tutni,ms-tutni,3071
2,,viscv(e)s,mr-viscves,3071
2,tetrui,tetrui(al),mrs-tetruis,3073
3,tutnal,,mrs-tutnis-daughters-husband,3073
1,,pilunice lautni(al),,3075
1,,venzile lautni(al),,3076
1,ramtha lautnitha venziles,,,3078
1,tretnei,tretnei,ms-tretnei,3079
2,lautnitha,lautnitha(s),the-nameless-slaves,3079
3,seiantial,seiantial,,3079
1,,muteni(alisa),,3085
1,arnthal,,ms-arnthis,3090
1,,larthi arntni(al),,3092
2,sveital,sveit(i)al,,3093
1,larau----------iuthnia--------,piuthnialisa,,3094
1,,velcie,,3108
1,,larthi maninasa,,3109
1,larthiza macutes launitha,,mr-little-larthmaninie,3113
2,thuchia,thuchia(s),,3116
3,-----rn,,,3118
1,----------etumnei------------,,,3122
3,latni,la(u)tni,,3125
1,,calisnei(al),,3127
1,--------------al--ucanearnthal,arnth(i)al,,3131
3,trebo,trebo,mr-titusarriustrebomrtitussson,3157
1B,ae,,,3158
1,----silni,,of-mr-marcussilnius,3160
2,,rav(a)e,,3160
1,thestia,,,3162
1,lth--------------------------------------,l(ar)th,,3164
1,,th(a)ru(sa),,3169
1,ta------la,,,3170
1,------------------------rinal,,,3175
1,--------thisa,ciarthi(e)sa,,3181
2,uei,,,3183
1,------an--------,,,3184
1,,l(ar)t(ial),mr-avleplautemrs-lartis,3189
3,municl,,sarcophagus,3189
1A,,vucuni,ms-vucuni,3190
1B,,tumesniiu,,3190
1C,eruth,,,3190
1,,felmui(alisa),,3193
1,,ramtha,mr-ramtha,3194
2,vlriasi,v(e)lriasi(alisa),mrs-velriasis-daughtershusband,3194
3,xviriasi,,,3194
1,--rntthicane,,mr-arntthicane,3196
2,aztaviav,,,3196
1,faruae,faruae,faruae,3199
2,evchfzf,evchfzf,evchfzf,3199
3,avzs,avzs,,3199
1,ciathna,,,3201
13205,,laut(n)i(al),mr-fanathe-nameless-slavegirls,3205
1,,larth(i)al,,3206
12131,,larth(i)al,mr-velvelsiemrs-larthis,3206
13206,,elenei(al),mr-larismrs-eleneis,3206
03,,-------- boneis,--------with-the-goodsand-estatesof-that-manaccordingto-thislawsold-off--------------------------,3230
1,au,,ms-larthimrs-larthismr-aules,3230
10,,d(ecreto),theorderof-provincialsenators,3230
2,vl,,ms-fasimrs-larthismr-vels,3230
3,au,arnthni l(ar)th(ial),ms-arnthnimrs-larthismr-aules,3230
4,au,,mr-aulemrs-arnthismr-aules,3230
5,,tarch(n)i(al),mr-thanamrs-tarchnismr-sethresmr-titesdaughters-husband,3230
6,vl,tarch(n)i(al),mr-thanamrs-tarchnismr-vels,3230
7,vl,l(ar)th(ial),mr-thanamrs-larthismr-vels,3230
8,lth,,mr-larchemrs-aulismr-larths,3230
2,au,,mr-aules-sons-wife,3231
3,,th(anasasa),,3231
1,------rtinal,,mr-larthmrs-lartinis,3232
2,------emlil,,,3232
1,minevikumuluevnekearpaskamaia,,,3234
1,mitesanteiatarchumenaia,,ithe-ashpotthe-one-of-mrtarchum,3235
1,---------------------------------------------------------thinr------,,,3236
2,---------------------------------------------------------vrnthte----,,,3236
5,---------------------riartilneuna-------ril------kasurtrth,,,3236
1,uthuniaastrchu,,,3237
1,atarna,,,3239
3,fa,fa(stias),,3242
2,chnia,,,3243
2,iiiiiiiiiiiiiiiiiiii,,,3244
1,,fraun(i)al,,3245
1,tupisthnia,,in-this-niche-of-tufa-stone,3248
2,titthlai,titthial,,3248
1,ththpipisla,,,3250
1,athpth,a(rn)th,mr-arnth,3251
1,nilaria,nilaria,mr-nilaria,3253
1,,mi seniu(s),,3258
1B,cavire,cavire(s),mr-cavires,3264
2B,vemati,,mrs-vematis,3264
3B,turesa,turesa,,3264
2,aunisei,,mrs-auniseis,3265
3,ficine,ficine(s),,3265
1,micutunas,,,3271
1,,raes,,3273
1,,vicei(e)s,,3278
1,chaeti,,,3282
1A,avil,,for-years,3283
1B,,n(atias),,3283
1,avil,avil,for-years,3284
2,tn,,,3284
1,,natia v(e)l(us),,3293
1,vethna,,mr-vethna,3296
2,vesial,,,3296
1,thanias,,,3298
1,asmuria,,,3299
1,lth,,mr-larth,3302
2,seturises,,,3303
5,,setures,mr-setures,3303
1,achnie,,mr-achnie,3304
2,vethsara,,,3304
1,arsuthin,,,3305
